0,0.007
14,0.009
21,0.01
39,0.007
1268,0.008
1275,0.007
1282,0.008
1289,0.007
1317,0.008
1324,0.007
1786,0.008
1796,0.007
1847,0.008
1854,0.007
1916,0.008
1926,0.007
2035,0.008
2041,0.007
2100,0.008
2107,0.007
2281,0.008
2288,0.007
2687,0.008
2702,0.007
2762,0.008
2769,0.007
2776,0.008
2786,0.007
2807,0.008
2814,0.007
2878,0.008
2889,0.007
2906,0.008
2913,0.007
2920,0.008
2934,0.007
3061,0.008
3068,0.007
3174,0.008
3185,0.007
3399,0.008
3410,0.007
3585,0.008
3593,0.007
3770,0.008
3785,0.007
3830,0.008
3874,0.007
3882,0.008
3908,0.007
3923,0.008
3930,0.007
3938,0.008
3945,0.007
3953,0.008
3960,0.007
4074,0.008
4082,0.007
5524,0.007
5643,0.008
5845,0.01
5875,0.007
5883,0.01
5918,0.007
5927,0.01
6321,0.007
6330,0.01
7133,0.007
7142,0.01
7165,0.007
7174,0.01
7358,0.007
7367,0.01
7933,0.007
7942,0.01
8184,0.007
8198,0.01
8264,0.007
8278,0.01
8786,0.009
8795,0.01
8814,0.008
8842,0.01
8856,0.008
8875,0.01
8898,0.008
8935,0.007
8945,0.008
8963,0.007
8991,0.008
9011,0.007
9020,0.01
9040,0.015
9049,0.018
9132,0.012
9141,0.018
9922,0.019
9932,0.018
9993,0.008
9998,0.01
10004,0.019
10009,0.02
11450,0.02
12895,0.02
14339,0.02
15657,0.007
15663,0.02
15942,0.007
15948,0.02
16065,0.007
16653,0.008
16659,0.007
16678,0.008
16687,0.007
16693,0.008
16709,0.007
16759,0.008
16780,0.007
17519,0.01
17526,0.007
17536,0.015
17545,0.02
17564,0.007
17570,0.008
17589,0.007
17599,0.008
17605,0.007
17628,0.015
17634,0.007
17640,0.009
17653,0.013
17666,0.015
17672,0.007
18007,0.015
18013,0.017
18020,0.011
18042,0.007
18049,0.008
18065,0.007
18071,0.008
18084,0.01
18093,0.015
18100,0.011
18112,0.007
18212,0.008
18218,0.007
18228,0.008
18241,0.007
18257,0.008
18266,0.007
18330,0.008
18337,0.007
18362,0.008
18368,0.007
18381,0.008
18394,0.007
18407,0.02
18423,0.021
18429,0.007
18484,0.008
18491,0.007
18497,0.008
18504,0.007
18517,0.008
18530,0.007
18556,0.008
18568,0.007
18618,0.01
18624,0.03
18631,0.007
18673,0.01
18680,0.015
18696,0.013
18702,0.01
18709,0.009
18715,0.01
18744,0.007
18776,0.008
18785,0.007
18945,0.008
18962,0.007
19000,0.008
19010,0.007
19039,0.008
19045,0.007
19052,0.008
19065,0.007
19162,0.008
19168,0.007
19175,0.008
19181,0.007
19547,0.008
19554,0.007
19590,0.008
19600,0.007
19606,0.008
19616,0.007
19905,0.008
19912,0.007
19925,0.015
19932,0.007
19938,0.008
19945,0.007
19985,0.008
20005,0.007
20015,0.008
20032,0.007
20048,0.008
20078,0.007
20088,0.008
20095,0.007
20102,0.008
20115,0.007
20121,0.008
20131,0.007
20142,0.008
20148,0.007
20218,0.009
20231,0.007
20264,0.009
20281,0.007
20304,0.009
20324,0.007
20337,0.008
20354,0.007
20360,0.008
20377,0.007
20383,0.009
20390,0.007
20480,0.009
20504,0.007
20510,0.009
20527,0.007
20537,0.009
20547,0.007
20610,0.008
20627,0.007
20690,0.009
20704,0.007
20775,0.009
20785,0.007
20895,0.009
20902,0.007
20919,0.009
20930,0.007
20950,0.009
20957,0.007
20974,0.011
20984,0.007
20994,0.008
21004,0.007
21010,0.008
21024,0.007
21058,0.008
21064,0.007
21071,0.009
21078,0.007
21098,0.013
21105,0.007
22547,0.007
22618,0.008
22628,0.007
22642,0.008
22656,0.007
22666,0.008
22676,0.007
22731,0.008
22747,0.007
22801,0.008
22818,0.007
22828,0.008
22836,0.007
22842,0.008
22856,0.007
22866,0.008
22880,0.007
22941,0.008
22948,0.007
22984,0.008
23000,0.007
23151,0.008
23158,0.007
23217,0.008
23243,0.007
23250,0.008
23263,0.007
23273,0.008
23279,0.007
23309,0.008
23315,0.007
23335,0.008
23342,0.007
23352,0.008
23358,0.007
23464,0.008
23504,0.007
23510,0.008
23517,0.007
23551,0.008
23574,0.007
23658,0.008
23664,0.007
23688,0.008
23695,0.007
23731,0.008
23738,0.007
23745,0.008
23755,0.007
23809,0.008
23816,0.007
23843,0.008
23877,0.007
23932,0.008
23952,0.007
25395,0.007
25949,0.008
25986,0.007
26313,0.008
26320,0.007
26349,0.008
26357,0.045
26364,0.03
26372,0.01
26386,0.007
26397,0.01
26405,0.007
26419,0.01
26427,0.014
26441,0.007
26463,0.045
26474,0.05
26481,0.03
26529,0.007
26536,0.01
26574,0.007
26596,0.01
26618,0.008
26626,0.01
26659,0.007
26667,0.01
26700,0.007
26723,0.02
26738,0.03
26808,0.033
26816,0.045
26827,0.03
26857,0.039
26864,0.045
26871,0.03
26905,0.032
26913,0.036
26920,0.03
26939,0.036
26946,0.044
26954,0.007
28161,0.008
28176,0.01
28183,0.007
28199,0.008
28207,0.01
28226,0.008
28241,0.01
28268,0.007
28276,0.01
28302,0.013
28310,0.007
28337,0.008
28344,0.007
28364,0.008
28371,0.007
28402,0.009
28410,0.01
28421,0.007
28444,0.009
28460,0.007
28479,0.009
28487,0.01
28498,0.007
28510,0.008
28526,0.007
28533,0.01
28541,0.008
28553,0.007
28564,0.008
28576,0.007
28832,0.008
28840,0.007
28848,0.009
28871,0.007
28902,0.008
28910,0.007
29034,0.008
29041,0.007
29053,0.01
29124,0.007
29143,0.008
29159,0.007
29612,0.008
29620,0.007
29694,0.008
29706,0.007
30139,0.01
30150,0.015
30158,0.02
30166,0.007
31607,0.007
31893,0.008
31904,0.007
31912,0.008
31924,0.007
31936,0.008
31944,0.007
31988,0.008
31996,0.007
32024,0.008
32032,0.007
32266,0.008
32274,0.007
32311,0.008
32323,0.007
32364,0.008
32376,0.007
32392,0.008
32401,0.007
32463,0.008
32471,0.007
32554,0.008
32562,0.007
32570,0.008
32579,0.007
32587,0.008
32596,0.007
32604,0.008
32625,0.007
32633,0.008
32642,0.007
32654,0.008
32667,0.007
32683,0.008
32692,0.007
32717,0.008
32741,0.007
32750,0.008
32758,0.007
32883,0.008
32895,0.007
32903,0.008
32924,0.007
32932,0.008
32941,0.007
32994,0.008
33003,0.007
33019,0.008
33027,0.007
33311,0.008
33323,0.007
33343,0.008
33356,0.007
33364,0.008
33376,0.007
33385,0.008
33397,0.007
33413,0.008
33422,0.007
33430,0.008
33438,0.007
33504,0.008
33513,0.007
33534,0.008
33546,0.007
33571,0.008
33579,0.007
34194,0.008
34216,0.007
34430,0.008
34439,0.007
34447,0.008
34456,0.007
34668,0.01
