0,0.03
18,0.04
36,0.05
49,0.03
85,0.05
92,0.03
404,0.05
416,0.04
427,0.05
435,0.24
443,0.26
474,0.34
482,0.38
491,0.4
511,0.5
531,0.38
573,0.026
726,0.24
801,0.026
1010,0.05
1166,0.026
1190,0.05
1204,0.026
1300,0.05
1348,0.026
1372,0.05
1504,0.026
1521,0.05
1606,0.026
1790,0.05
1906,0.026
1994,0.05
2289,0.026
2310,0.05
2331,0.026
2338,0.05
2372,0.026
2963,0.05
3018,0.026
3247,0.05
3560,0.03
3826,0.05
3871,0.1
3879,0.05
3912,0.1
3924,0.05
3931,0.026
3972,0.04
4040,0.026
4048,0.03
4264,0.26
4272,0.56
4291,0.12
4299,0.56
4307,0.05
4315,0.8
4322,0.05
4334,0.26
4342,0.5
4350,0.12
4357,3.3
4365,0.04
4373,0.03
4389,0.05
4397,0.03
4405,0.05
4420,0.1
4428,0.32
4436,0.03
4444,0.05
4452,0.26
4460,0.03
4475,0.05
4483,0.03
4503,0.05
4514,0.03
4526,0.05
4538,0.03
4546,0.05
4561,0.03
4652,0.05
4659,0.03
4683,0.05
4706,0.03
5281,0.05
5318,0.03
5472,0.05
5488,0.026
5651,0.05
5660,0.04
5774,0.026
5803,0.04
5841,0.026
5858,0.04
5897,0.026
5919,0.04
5965,0.026
6004,0.04
6098,0.26
6106,1.2
6115,0.05
6136,0.03
6162,0.026
6171,0.03
6399,0.033
6630,0.03
6652,0.033
6674,0.03
6686,0.033
6726,0.05
6743,0.033
6778,0.03
6804,0.033
6822,0.03
6831,0.38
6840,0.26
6848,0.033
6857,0.03
6870,0.033
6888,0.03
6914,0.033
6932,0.03
6972,0.026
6985,0.03
7020,0.033
7038,0.03
7056,0.033
7074,0.03
7152,0.05
7161,0.03
7171,0.05
7184,0.1
7194,0.26
7203,0.56
7212,0.12
7221,0.033
7239,0.05
7248,0.026
7262,0.05
7280,0.56
7298,1.2
7307,0.24
7317,0.033
7340,0.03
7349,0.05
7386,0.56
7395,0.05
7405,0.033
7414,1.2
7433,2
7442,0.56
7456,2
7479,0.56
7525,2
7535,0.56
7544,5
7553,0.26
7563,3.3
7572,0.05
7581,5
7590,0.05
7614,0.03
7623,0.033
7651,0.05
7660,0.033
7734,0.026
7749,0.05
7758,0.033
7809,0.026
7823,0.033
7832,0.026
7841,0.03
7850,0.033
7873,0.03
7934,0.033
8036,0.05
8045,0.1
8054,0.26
8073,0.32
8082,0.34
8091,0.033
8105,0.026
8115,0.1
8134,0.34
8143,0.5
8152,2
8162,0.56
8171,1.2
8180,2
8190,0.05
8223,0.033
8265,0.26
8275,0.05
8284,0.5
8293,0.26
8303,0.12
8312,0.26
8321,0.033
8373,0.05
8397,0.26
8416,0.033
8430,0.05
8440,0.24
8450,0.12
8459,0.26
8478,0.32
8488,0.56
8497,1.2
8507,0.32
8521,0.5
8541,0.38
8550,0.1
8560,0.033
8569,0.38
8584,0.1
8594,0.05
8603,0.033
8613,0.05
8623,0.5
8637,0.033
8647,0.32
8656,0.5
8666,0.05
8676,0.5
8686,1.2
8695,0.35
8705,0.24
8714,5.25
8724,0.05
8734,0.1
8744,0.24
8753,0.5
8767,0.26
8777,0.38
8786,0.05
8796,0.38
8805,0.35
8815,0.5
8829,0.05
8838,0.56
8853,5
8862,5.25
8899,0.05
8908,0.12
8917,5.25
8926,5.5
8936,3.3
8945,0.26
8955,0.56
8964,0.05
8973,1.2
8983,0.05
9007,0.56
9021,0.24
9031,0.26
9036,0.56
9050,1.2
9060,0.56
9070,0.033
9152,0.05
9161,0.033
9171,0.24
9185,0.05
9214,0.1
9223,0.033
9238,0.05
9266,0.033
9276,0.05
9286,0.033
9319,0.24
9328,0.033
9338,0.05
9352,0.033
9362,0.05
9371,0.033
9425,0.05
9435,0.033
9444,0.05
9459,0.033
9479,0.05
9489,0.26
9508,0.32
9518,0.56
9528,0.2
9537,0.12
9547,0.24
9557,0.38
9566,0.56
9576,0.05
9586,0.56
9596,5.5
9606,1.01
9615,1.2
9630,0.033
9640,0.05
9650,0.033
9704,0.05
9715,0.033
9724,0.26
9734,0.12
9740,0.26
9745,0.026
9755,0.033
9765,0.05
9770,0.26
9775,3.3
9780,5.5
10652,1.2
10668,0.56
10673,0.5
10683,0.033
11042,0.05
11068,0.033
11565,0.03
11591,0.033
11596,0.03
11663,0.033
11678,0.03
11828,0.033
11849,0.03
11970,0.033
11985,0.03
12017,0.033
12043,0.03
12064,0.033
12458,0.035
12500,0.045
12505,0.05
12511,0.033
12531,0.05
12552,0.033
12753,0.24
12759,0.05
12785,0.12
12806,0.05
12891,0.12
12944,0.03
13096,0.033
13112,0.03
13144,0.033
13155,0.03
13317,0.033
13322,0.03
13343,0.033
13364,0.03
13405,0.033
13447,0.03
13489,0.033
13520,0.03
13556,0.033
13561,0.03
13582,0.033
13598,0.03
13624,0.033
13803,0.03
13925,0.033
14173,0.03
14195,0.033
14211,0.03
14216,0.033
14221,0.05
14254,0.033
14464,0.05
14562,0.033
14606,0.03
14649,0.05
14971,0.026
15015,0.05
15469,0.12
15474,0.05
15480,0.26
15489,0.026
15495,0.05
15507,0.26
15513,0.026
15522,0.05
15555,0.026
15564,0.05
15573,0.026
15636,0.05
15670,0.26
15716,0.12
15722,0.26
15813,0.32
15859,0.05
15902,0.026
15908,0.044
15914,0.05
15942,0.026
15970,0.045
15997,0.026
16029,0.045
16044,0.026
16078,0.045
16151,0.026
16176,0.045
16191,0.026
16323,0.045
16651,0.026
16675,0.05
16713,0.26
16722,0.05
16728,0.12
16734,0.34
16756,0.26
16762,0.34
16790,0.26
16859,0.24
16896,0.12
16974,0.05
16986,0.12
17008,0.05
17026,0.12
17045,0.24
17080,0.26
17155,0.05
17225,0.045
17300,0.026
17325,0.042
17335,0.03
17341,0.026
17347,0.03
17360,0.1
17366,0.12
17372,0.05
17379,0.26
17385,0.026
17407,0.05
17413,0.26
17419,0.026
17429,0.05
17435,0.034
17457,0.026
17470,0.045
17476,0.026
17485,0.028
17533,0.045
17574,0.026
17590,0.045
17609,0.039
17641,0.026
17705,0.045
17752,0.026
17764,0.045
17820,0.026
17843,0.045
17849,0.026
17915,0.045
17928,0.026
17950,0.05
17956,0.1
17963,0.05
18023,0.1
18033,0.045
18078,0.026
18087,0.045
18122,0.026
18135,0.031
18158,0.26
18164,0.026
18267,0.045
18286,0.026
18292,0.26
18299,0.05
18318,0.26
18324,0.34
18337,0.26
18436,0.05
18455,0.26
18462,0.05
18599,0.26
18605,0.05
18751,0.045
18811,0.12
18827,0.026
18860,0.05
18892,0.026
18920,0.05
18927,0.045
18939,0.026
18975,0.045
18994,0.026
19000,0.05
19010,0.026
19029,0.26
19049,0.026
19088,0.05
19172,0.026
19202,0.05
19224,0.026
19342,0.05
19361,0.026
19390,0.05
19397,0.026
19404,0.05
19436,0.026
19446,0.05
19479,0.026
19519,0.04
19548,0.026
19558,0.04
19571,0.26
19623,0.32
19630,0.35
19643,0.05
19652,0.12
19665,0.26
19682,0.05
19688,0.12
19721,0.05
19728,0.12
19758,0.05
20135,0.026
20186,0.05
20278,0.026
20424,0.05
20624,0.026
20631,0.05
20641,0.1
20657,0.05
20678,0.252
20698,0.05
20795,0.026
20841,0.05
20889,0.026
20944,0.05
20957,0.026
20964,0.05
20971,0.12
20977,0.252
21028,0.24
21055,0.26
21062,0.5
21072,0.26
21433,0.5
21459,0.26
21493,0.05
21543,0.24
21608,0.12
21614,0.24
21641,0.12
21651,0.24
21674,0.026
21744,0.05
21767,0.026
21843,0.05
21970,0.026
22023,0.05
22154,0.026
22178,0.05
22235,0.026
22263,0.05
22270,0.026
22286,0.05
22330,0.12
22337,0.24
22347,0.05
22392,0.026
22413,0.05
22420,0.252
22434,0.026
22557,0.05
22805,0.026
22812,0.56
22818,1.2
22825,0.56
22833,1.2
22839,0.56
22860,0.26
22867,0.56
22873,1.2
22880,0.6
22887,0.05
22894,0.026
22938,0.12
22945,0.026
22958,0.12
22965,0.026
22985,0.05
22994,2
23011,0.56
23018,2
23024,0.56
23034,0.05
23044,0.6
23050,2
23060,0.6
23067,2
23080,0.05
23086,0.026
23093,0.56
23109,0.12
23116,0.026
23122,2
23129,3.3
23135,0.5
23142,0.05
23263,3.3
23276,0.6
23283,3.3
23299,0.05
23809,0.026
23816,0.05
23830,0.026
23946,0.05
23963,0.026
23970,0.05
24005,0.026
24022,0.05
24046,0.026
24056,0.05
24084,0.026
24102,0.05
24161,0.026
24181,0.05
24216,0.026
24234,0.05
24343,0.12
24350,0.05
24403,1.2
24410,2
24417,0.26
24424,2
24438,0.26
24445,0.56
24452,0.26
24459,0.56
